縣市別,鄉鎮市區,清運方式,清運路線序號,清運路線名稱,dbid
高雄市,三民區,定點清運,E80720021,三民西區2,5975844230
高雄市,三民區,定點清運,E80720022,三民西區3,5852844242
高雄市,三民區,定點清運,E80720023,三民西區4,5739844254
高雄市,三民區,定點清運,E80720024,三民西區5,5616844266
高雄市,三民區,定點清運,E80720025,三民西區6,5593844278
高雄市,三民區,定點清運,E80720026,三民西區7,5470844280
高雄市,三民區,定點清運,E80720027,三民西區8,5357844292
高雄市,三民區,定點清運,E80720028,三民西區9,5234844309
高雄市,三民區,定點清運,E80720029,三民西區10,5111844311
高雄市,三民區,定點清運,E80710030,三民西區配套,5098844323
高雄市,三民區,定點清運,E80710032,三民東區配套2,5593998774
高雄市,新興區,沿線清運(不落地),E80020001,第一責任區第一車次,5739843159
高雄市,新興區,沿線清運(不落地),E80020002,第一責任區第二車次,5616843161
高雄市,新興區,沿線清運(不落地),E80020003,第一責任區第三車次,5593843173
高雄市,新興區,沿線清運(不落地),E80020004,第二責任區第一車次,5470843185
高雄市,新興區,沿線清運(不落地),E80020005,第二責任區第二車次,5357843197
高雄市,新興區,沿線清運(不落地),E80020006,第二責任區第三車次,5234843204
高雄市,新興區,沿線清運(不落地),E80020007,第三責任區第一車次,5111843216
高雄市,新興區,沿線清運(不落地),E80020008,第三責任區第二車次,5098843228
高雄市,新興區,沿線清運(不落地),E80020009,第三責任區第三車次,5975843230
高雄市,新興區,沿線清運(不落地),E80020010,第四責任區第一車次,5852843242
高雄市,新興區,沿線清運(不落地),E80020011,第四責任區第二車次,5739843254
高雄市,新興區,沿線清運(不落地),E80020012,第四責任區第三車次,5616843266
高雄市,新興區,沿線清運(不落地),E80020013,第五責任區第一車次,5593843278
高雄市,新興區,沿線清運(不落地),E80020014,第五責任區第二車次,5470843280
高雄市,新興區,沿線清運(不落地),E80020015,第五責任區第三車次,5357843292
高雄市,新興區,沿線清運(不落地),E80020016,第六責任區第一車次,5234843309
高雄市,新興區,沿線清運(不落地),E80020017,第六責任區第二車次,5111843311
高雄市,新興區,沿線清運(不落地),E80020018,第六責任區第三車次,5098843323
高雄市,新興區,定點清運,E80020019,日間配套,5975843335
高雄市,前金區,沿線清運(不落地),E80120001,前金區白天配套,5852843347
高雄市,前金區,沿線清運(不落地),E80120002,前金區第一責任區第一車次,5739843359
高雄市,前金區,沿線清運(不落地),E80120003,前金區第一責任區第二車次,5616843361
高雄市,前金區,沿線清運(不落地),E80120004,前金區第一責任區第三車次,5593843373
高雄市,前金區,沿線清運(不落地),E80120005,前金區第二責任區第一車次,5470843385
高雄市,前金區,沿線清運(不落地),E80120006,前金區第二責任區第二車次,5357843397
高雄市,前金區,沿線清運(不落地),E80120007,前金區第二責任區第三車次,5234843404
高雄市,前金區,沿線清運(不落地),E80120008,前金區第三責任區第一車次,5111843416
高雄市,前金區,沿線清運(不落地),E80120009,前金區第三責任區第二車次,5098843428
高雄市,前金區,沿線清運(不落地),E80120010,前金區第三責任區第三車次,5975843430
高雄市,苓雅區,沿線清運(不落地),E80220001,苓雅區隊1,5852843442
高雄市,苓雅區,沿線清運(不落地),E80220002,苓雅區隊2,5739843454
高雄市,苓雅區,沿線清運(不落地),E80220003,苓雅區隊3,5616843466
高雄市,苓雅區,沿線清運(不落地),E80220004,苓雅區隊4,5593843478
高雄市,苓雅區,沿線清運(不落地),E80220005,苓雅區隊5,5470843480
高雄市,苓雅區,沿線清運(不落地),E80220006,苓雅區隊6,5357843492
高雄市,苓雅區,沿線清運(不落地),E80220007,苓雅區隊7,5234843509
高雄市,苓雅區,沿線清運(不落地),E80220008,苓雅區隊8,5111843511
高雄市,苓雅區,沿線清運(不落地),E80220009,苓雅區隊9,5098843523
高雄市,苓雅區,沿線清運(不落地),E80220010,苓雅區隊10,5975843535
高雄市,苓雅區,沿線清運(不落地),E80220011,苓雅區隊11,5852843547
高雄市,苓雅區,沿線清運(不落地),E80220012,苓雅區隊12,5739843559
高雄市,苓雅區,沿線清運(不落地),E80220013,苓雅區隊13,5616843561
高雄市,苓雅區,沿線清運(不落地),E80220014,苓雅區隊14,5593843573
高雄市,苓雅區,沿線清運(不落地),E80220015,苓雅區隊15,5470843585
高雄市,苓雅區,沿線清運(不落地),E80220016,苓雅區隊16,5357843597
高雄市,苓雅區,定點清運,E80210017,苓雅區隊配套,5234843604
高雄市,前鎮區,沿線清運(不落地),E80620001,第一責任區,5975843830
高雄市,前鎮區,沿線清運(不落地),E80620002,第二責任區,5852843842
高雄市,前鎮區,沿線清運(不落地),E80620003,第三責任區,5739843854
高雄市,前鎮區,沿線清運(不落地),E80620004,第四責任區,5616843866
高雄市,前鎮區,沿線清運(不落地),E80620005,第五責任區,5593843878
高雄市,前鎮區,沿線清運(不落地),E80620006,第六責任區,5470843880
高雄市,前鎮區,沿線清運(不落地),E80620007,第七責任區,5357843892
高雄市,前鎮區,沿線清運(不落地),E80620008,第八責任區,5234843909
高雄市,前鎮區,沿線清運(不落地),E80620009,第九責任區,5111843911
高雄市,前鎮區,沿線清運(不落地),E80620010,第十責任區,5098843923
高雄市,前鎮區,沿線清運(不落地),E80620011,第十一責任區,5975843935
高雄市,前鎮區,沿線清運(不落地),E80620012,第十二責任區,5852843947
高雄市,前鎮區,沿線清運(不落地),E80620013,第十三責任區,5739843959
高雄市,前鎮區,沿線清運(不落地),E80620014,第十四責任區,5616843961
高雄市,前鎮區,沿線清運(不落地),E80620015,第十五責任區,5593843973
高雄市,前鎮區,沿線清運(不落地),E80620016,第十六責任區,5470843985
高雄市,前鎮區,沿線清運(不落地),E80620017,第十七責任區,5357843997
高雄市,前鎮區,定點清運,E80610018,西甲配套,5234844004
高雄市,前鎮區,定點清運,E80610019,籬仔內配套,5111844016
高雄市,前鎮區,定點清運,E80610020,草衙配套,5098844028
高雄市,旗津區,沿線清運(不落地),E80510001,第一責任區第一車次,5852843747
高雄市,旗津區,沿線清運(不落地),E80510002,第一責任區第二車次,5739843759
高雄市,旗津區,沿線清運(不落地),E80510003,第一責任區第三車次,5616843761
高雄市,旗津區,沿線清運(不落地),E80510004,第二責任區第一車次,5593843773
高雄市,旗津區,沿線清運(不落地),E80510005,第二責任區第二車次,5470843785
高雄市,旗津區,沿線清運(不落地),E80510006,第二責任區第三車次,5357843797
高雄市,旗津區,沿線清運(不落地),E80510007,第三責任區第一車次,5234843804
高雄市,旗津區,沿線清運(不落地),E80510008,第三責任區第二車次,5111843816
高雄市,旗津區,沿線清運(不落地),E80510009,第三責任區第三車次,5098843828
高雄市,小港區,沿線清運(不落地),E81220001,小港一區,5852844842
高雄市,小港區,沿線清運(不落地),E81220002,小港二區,5739844854
高雄市,小港區,沿線清運(不落地),E81220003,小港三區,5470844985
高雄市,小港區,沿線清運(不落地),E81220004,小港四區,5616844866
高雄市,小港區,沿線清運(不落地),E81220005,小港五區,5593844878
高雄市,小港區,沿線清運(不落地),E81220006,小港六區,5470844880
高雄市,小港區,沿線清運(不落地),E81220007,小港七區,5357844892
高雄市,小港區,沿線清運(不落地),E81220008,小港八區,5234844909
高雄市,小港區,沿線清運(不落地),E81220009,小港九區,5111844911
高雄市,小港區,沿線清運(不落地),E81220010,小港十區,5593844973
高雄市,小港區,沿線清運(不落地),E81220011,小港十一區,5098844923
高雄市,小港區,沿線清運(不落地),E81220012,小港十二區,5975844935
高雄市,小港區,沿線清運(不落地),E81220013,小港十三區,5852844947
高雄市,小港區,定點清運,E81210027,小港配套一區,5739844959
高雄市,小港區,定點清運,E81210028,小港配套二區,5616844961
高雄市,鳳山區,沿線清運(不落地),E83020001,北鳳山1,5111845911
高雄市,鳳山區,沿線清運(不落地),E83020002,北鳳山2,5098845923
高雄市,鳳山區,沿線清運(不落地),E83020003,北鳳山3,5975845935
高雄市,鳳山區,沿線清運(不落地),E83020004,北鳳山4,5852845947
高雄市,鳳山區,沿線清運(不落地),E83020005,北鳳山5,5739845959
高雄市,鳳山區,沿線清運(不落地),E83020006,北鳳山6,5616845961
高雄市,鳳山區,沿線清運(不落地),E83020008,北鳳山7,5470845985
高雄市,鳳山區,沿線清運(不落地),E83020009,北鳳山8,5357845997
高雄市,鳳山區,沿線清運(不落地),E83020010,北鳳山9,5234846004
高雄市,鳳山區,沿線清運(不落地),E83020011,北鳳山10,5111846016
高雄市,鳳山區,沿線清運(不落地),E83020012,北鳳山11,5098846028
高雄市,鳳山區,沿線清運(不落地),E83020013,北鳳山12,5975846030
高雄市,鳳山區,沿線清運(不落地),E83020014,北鳳山13,5852846042
高雄市,鳳山區,沿線清運(不落地),E83020015,北鳳山14,5739846054
高雄市,鳳山區,沿線清運(不落地),E83020016,北鳳山15,5616846066
高雄市,鳳山區,沿線清運(不落地),E83020017,北鳳山16,5593846078
高雄市,鳳山區,沿線清運(不落地),E83020018,南鳳山1,5593845973
高雄市,鳳山區,沿線清運(不落地),E83020019,南鳳山2,5470846080
高雄市,鳳山區,沿線清運(不落地),E83020020,南鳳山3,5357846092
高雄市,鳳山區,沿線清運(不落地),E83020021,南鳳山4,5234846109
高雄市,鳳山區,沿線清運(不落地),E83020022,南鳳山5,5111846111
高雄市,鳳山區,沿線清運(不落地),E83020023,南鳳山6,5098846123
高雄市,鳳山區,沿線清運(不落地),E83020024,南鳳山7,5975846135
高雄市,鳳山區,沿線清運(不落地),E83020025,南鳳山8,5852846147
高雄市,鳳山區,沿線清運(不落地),E83020026,南鳳山9,5739846159
高雄市,鳳山區,沿線清運(不落地),E83020027,南鳳山10,5616846161
高雄市,鳳山區,沿線清運(不落地),E83020028,南鳳山11,5593846173
高雄市,鳳山區,沿線清運(不落地),E83020029,南鳳山12,5470846185
高雄市,鳳山區,沿線清運(不落地),E83020030,南鳳山13,5357846197
高雄市,鳳山區,沿線清運(不落地),E83020031,南鳳山14,5234846204
高雄市,鳳山區,沿線清運(不落地),E83020032,南鳳山15,5111846216
高雄市,鳳山區,沿線清運(不落地),E83020033,南鳳山16,5098846228
高雄市,鳳山區,沿線清運(不落地),E83020034,南鳳山17,5975846230
高雄市,鳳山區,沿線清運(不落地),E83020035,南鳳山18,5852846242
高雄市,鳳山區,定點清運,E83010036,北鳳山17,5739846254
高雄市,鳳山區,定點清運,E83010037,南鳳山19,5616846266
高雄市,林園區,沿線清運(不落地),E83220001,第一責任區,5098846428
高雄市,林園區,沿線清運(不落地),E83220002,第二責任區,5975846430
高雄市,林園區,沿線清運(不落地),E83220003,第三責任區,5852846442
高雄市,林園區,沿線清運(不落地),E83220004,第四責任區,5739846454
高雄市,林園區,沿線清運(不落地),E83220005,第五責任區,5616846466
高雄市,林園區,沿線清運(不落地),E83220006,第六責任區,5593846478
高雄市,林園區,沿線清運(不落地),E83220007,第七責任區,5470846480
高雄市,林園區,沿線清運(不落地),E83220008,第八責任區,5357846492
高雄市,大寮區,沿線清運(不落地),E83120002,第二責任區,5593846278
高雄市,大寮區,沿線清運(不落地),E83120003,第三責任區,5470846280
高雄市,大寮區,沿線清運(不落地),E83120004,第四責任區,5357846292
高雄市,大寮區,沿線清運(不落地),E83120005,第五責任區,5234846309
高雄市,大寮區,沿線清運(不落地),E83120006,第六責任區,5111846311
高雄市,大寮區,沿線清運(不落地),E83120007,第七責任區,5098846323
高雄市,大寮區,沿線清運(不落地),E83120008,第八責任區,5975846335
高雄市,大寮區,沿線清運(不落地),E83120009,第九責任區,5852846347
高雄市,大寮區,沿線清運(不落地),E83120010,第十責任區,5739846359
高雄市,大寮區,沿線清運(不落地),E83120011,第十一責任區,5616846361
高雄市,大寮區,沿線清運(不落地),E83120012,第十二責任區,5234846404
高雄市,大寮區,沿線清運(不落地),E83120013,第十三責任區,5593846373
高雄市,大寮區,沿線清運(不落地),E83120014,第十四責任區,5470846385
高雄市,大寮區,沿線清運(不落地),E83120015,第十五責任區,5357846397
高雄市,大寮區,沿線清運(不落地),E83120016,第一責任區,5111846416
高雄市,大樹區,沿線清運(不落地),E84020001,大樹1,5616846561
高雄市,大樹區,沿線清運(不落地),E84020002,大樹2,5593846573
高雄市,大樹區,沿線清運(不落地),E84020003,大樹3,5470846585
高雄市,大樹區,沿線清運(不落地),E84020004,大樹4,5357846597
高雄市,大樹區,沿線清運(不落地),E84020005,大樹5,5234846604
高雄市,大社區,沿線清運(不落地),E81520001,1,5616845266
高雄市,大社區,沿線清運(不落地),E81520003,2,5593845278
高雄市,大社區,沿線清運(不落地),E81520004,3,5470845280
高雄市,大社區,沿線清運(不落地),E81520005,4,5357845292
高雄市,大社區,沿線清運(不落地),E81520006,5,5234845309
高雄市,大社區,沿線清運(不落地),E81520007,6,5111845311
高雄市,仁武區,定點清運,E81410001,第一責任區,5739845159
高雄市,仁武區,定點清運,E81410002,第二責任區,5616845161
高雄市,仁武區,定點清運,E81410003,第三責任區,5593845173
高雄市,仁武區,定點清運,E81410004,第四責任區,5470845185
高雄市,仁武區,定點清運,E81410005,第五責任區,5357845197
高雄市,仁武區,定點清運,E81410006,第六責任區,5234845204
高雄市,仁武區,定點清運,E81410007,第七責任區,5111845216
高雄市,仁武區,定點清運,E81410008,第八責任區,5098845228
高雄市,仁武區,定點清運,E81410009,第九責任區,5852845242
高雄市,仁武區,定點清運,E81410010,第十責任區,5975845230
高雄市,仁武區,定點清運,E81410011,第十一責任區,5739845254
高雄市,鳥松區,沿線清運(不落地),E83320001,1區包含大華里A區及仁美里一部分,5234846509
高雄市,鳥松區,沿線清運(不落地),E83320002,2區大華里B區,5111846511
高雄市,鳥松區,沿線清運(不落地),E83320003,3區夢裡里(包含鳥松里一部分),5098846523
高雄市,鳥松區,沿線清運(不落地),E83320004,4區鳥松里,5975846535
高雄市,鳥松區,沿線清運(不落地),E83320005,5區坔埔里(包含仁美里.華美里一部分),5852846547
高雄市,鳥松區,沿線清運(不落地),E83320006,6區華美里包含(仁美里.大竹里一部分),5739846559
高雄市,岡山區,沿線清運(不落地),E82020001,第一責任區,5098845323
高雄市,岡山區,沿線清運(不落地),E82020002,第二責任區,5975845335
高雄市,岡山區,沿線清運(不落地),E82020003,第三責任區,5852845347
高雄市,岡山區,沿線清運(不落地),E82020004,第四責任區,5739845359
高雄市,岡山區,沿線清運(不落地),E82020005,第五責任區,5616845361
高雄市,岡山區,沿線清運(不落地),E82020006,第六責任區,5593845373
高雄市,岡山區,沿線清運(不落地),E82020007,第七責任區,5470845385
高雄市,岡山區,沿線清運(不落地),E82020008,第八責任區,5357845397
高雄市,岡山區,沿線清運(不落地),E82020009,第九責任區,5234845404
高雄市,岡山區,沿線清運(不落地),E82020010,第十責任區,5111845416
高雄市,岡山區,定點清運,E82010011,日間配套點,5098845428
高雄市,橋頭區,沿線清運(不落地),E82520017,三,5098845628
高雄市,橋頭區,沿線清運(不落地),E82520018,一,5975845630
高雄市,橋頭區,沿線清運(不落地),E82520019,二,5852845642
高雄市,橋頭區,沿線清運(不落地),E82520020,五,5739845654
高雄市,橋頭區,沿線清運(不落地),E82520021,日間配套,5616845666
高雄市,橋頭區,沿線清運(不落地),E82520022,四,5357858899
高雄市,燕巢區,沿線清運(不落地),E82420001,第一責任區,5111845616
高雄市,燕巢區,沿線清運(不落地),E82420003,第二責任區,5593845573
高雄市,燕巢區,沿線清運(不落地),E82420004,第三責任區,5470845585
高雄市,燕巢區,沿線清運(不落地),E82420005,第四責任區,5357845597
高雄市,燕巢區,沿線清運(不落地),E82420006,第五責任區,5234845604
高雄市,田寮區,沿線清運(不落地),E82320001,北線責任區(責任區一),5739845559
高雄市,田寮區,沿線清運(不落地),E82320003,南線責任區(責任區二),5616845561
高雄市,阿蓮區,沿線清運(不落地),E82220001,阿蓮北線,5357845492
高雄市,阿蓮區,沿線清運(不落地),E82220002,阿蓮南線,5234845509
高雄市,阿蓮區,沿線清運(不落地),E82220003,中路石安青旗,5111845511
高雄市,阿蓮區,沿線清運(不落地),E82220004,峰山阿蓮市區,5098845523
高雄市,阿蓮區,沿線清運(不落地),E82220005,玉庫復安崗山,5975845535
高雄市,阿蓮區,沿線清運(不落地),E82220006,港後和蓮信義路忠孝路,5852845547
高雄市,路竹區,沿線清運(不落地),E82120001,第一責任區,5975845430
高雄市,路竹區,沿線清運(不落地),E82120002,第二責任區,5852845442
高雄市,路竹區,沿線清運(不落地),E82120003,第三責任區,5739845454
高雄市,路竹區,沿線清運(不落地),E82120004,第四責任區,5616845466
高雄市,路竹區,沿線清運(不落地),E82120005,第五責任區,5593845478
高雄市,路竹區,沿線清運(不落地),E82120006,第六責任區,5470845480
高雄市,湖內區,沿線清運(不落地),E82920001,1號車,5739845854
高雄市,湖內區,沿線清運(不落地),E82920002,2號車,5616845866
高雄市,湖內區,沿線清運(不落地),E82920003,3號車,5593845878
高雄市,湖內區,沿線清運(不落地),E82920004,4號車,5470845880
高雄市,湖內區,沿線清運(不落地),E82920005,5號車,5357845892
高雄市,湖內區,沿線清運(不落地),E82920006,6號車,5234845909
高雄市,茄萣區,沿線清運(不落地),E85220001,茄萣路路線第三責任區,5852846947
高雄市,茄萣區,沿線清運(不落地),E85220002,濱海路路線第二責任區,5739846959
高雄市,茄萣區,沿線清運(不落地),E85220003,仁愛路路線第四責任區,5616846961
高雄市,茄萣區,沿線清運(不落地),E85220004,崎漏路路線第五責任區,5593846973
高雄市,茄萣區,沿線清運(不落地),E85220005,民治路路線第六責任區,5470846985
高雄市,茄萣區,沿線清運(不落地),E85220006,白砂崙路線第一責任區,5357846997
高雄市,永安區,沿線清運(不落地),E82820001,清運路線一(保寧),5098845828
高雄市,永安區,沿線清運(不落地),E82820002,清運路線二(維新),5975845830
高雄市,永安區,沿線清運(不落地),E82820003,清運路線三(永安永華新港鹽田),5852845842
高雄市,彌陀區,沿線清運(不落地),E82710017,"責任區4-D清運路線
(二、五、六)",5852845747
高雄市,彌陀區,沿線清運(不落地),E82710018,"責任區2-Ｂ清運路線
(二、五、六)",5739845759
高雄市,彌陀區,沿線清運(不落地),E82710019,責任區1-A清運路線(一、四),5616845761
高雄市,彌陀區,沿線清運(不落地),E82710020,責任區1-A清運路線(二、五、六),5593845773
高雄市,彌陀區,沿線清運(不落地),E82710021,責任區3-C清運路線(一、四),5470845785
高雄市,彌陀區,沿線清運(不落地),E82710022,責任區3-C清運路線(二、五、六),5357845797
高雄市,彌陀區,沿線清運(不落地),E82710023,"責任區4-D清運路線
(一、四)",5234845804
高雄市,彌陀區,沿線清運(不落地),E82710024,"責任區2-Ｂ清運路線
(一、四)",5111845816
高雄市,梓官區,沿線清運(不落地),E82620001,第一責任區,5470845680
高雄市,梓官區,沿線清運(不落地),E82620002,第二責任區,5357845692
高雄市,梓官區,沿線清運(不落地),E82620003,第三責任區,5234845709
高雄市,梓官區,沿線清運(不落地),E82620004,第四責任區,5111845711
高雄市,梓官區,沿線清運(不落地),E82620005,第五責任區,5098845723
高雄市,梓官區,沿線清運(不落地),E82620006,第六責任區,5975845735
高雄市,旗山區,沿線清運(不落地),E84220001,A12線,5111846616
高雄市,旗山區,沿線清運(不落地),E84220002,B12線,5098846628
高雄市,旗山區,沿線清運(不落地),E84220003,C12線,5975846630
高雄市,旗山區,沿線清運(不落地),E84220004,D12線,5852846642
高雄市,旗山區,沿線清運(不落地),E84220005,E12線,5739846654
高雄市,旗山區,沿線清運(不落地),E84220006,F12線,5616846666
高雄市,美濃區,沿線清運(不落地),E84320001,KEH-5328,5593846678
高雄市,美濃區,沿線清運(不落地),E84320002,KEH-5919,5470846680
高雄市,美濃區,沿線清運(不落地),E84320003,KEH-5756-1,5357846692
高雄市,美濃區,沿線清運(不落地),E84320004,KEH-5756-2,5234846709
高雄市,美濃區,沿線清運(不落地),E84320005,712-UV-1,5111846711
高雄市,美濃區,沿線清運(不落地),E84320006,712-UV-2,5098846723
高雄市,美濃區,沿線清運(不落地),E84320007,KEF-5653,5975846735
高雄市,美濃區,沿線清運(不落地),E84320008,KEH-6269-1,5852846747
高雄市,美濃區,沿線清運(不落地),E84320009,KEH-6269-2,5739846759
高雄市,六龜區,沿線清運(不落地),E84420001,寶來線,5616846761
高雄市,六龜區,沿線清運(不落地),E84420002,中興線,5470846785
高雄市,六龜區,沿線清運(不落地),E84420003,六龜線,5357846797
高雄市,六龜區,沿線清運(不落地),E84420004,新威線,5593846773
高雄市,甲仙區,沿線清運(不落地),E84720001,1.和安里.東安里.西安里.大田里.寶隆里,5739846854
高雄市,甲仙區,沿線清運(不落地),E84720002,2.和安里.東安里.西安里.關山里.小林里,5616846866
高雄市,甲仙區,定點清運,E84730003,3.東安里山區.西安里山區.和安里山區.大田里山區.寶隆里山區.關山里山區.小林里山區,5593846878
高雄市,杉林區,沿線清運(不落地),E84620001,車次1,5098846828
高雄市,杉林區,沿線清運(不落地),E84620002,車次2,5975846830
高雄市,杉林區,沿線清運(不落地),E84620003,車次3,5852846842
高雄市,內門區,沿線清運(不落地),E84520001,觀亭里地區內門里地區線,5234846804
高雄市,內門區,沿線清運(不落地),E84520002,溝坪里地區木柵里地區線,5111846816
高雄市,茂林區,沿線清運(不落地),E85120001,從茂林里至多納里收集垃圾及回收物品。,5975846935
高雄市,桃源區,定點清運,E84820001,,5470846880
高雄市,桃源區,定點清運,E84810002,,5357846892
高雄市,那瑪夏區,沿線清運(不落地),E84920002,達卡線,5111846911
高雄市,那瑪夏區,定點清運,E84920003,全線(學校機關、社區外圍),5098846923
高雄市,那瑪夏區,沿線清運(不落地),E84920004,瑪雅社區.南沙魯社區,5234992205
宜蘭縣,宜蘭市,沿線清運(不落地),G26020001,路線1,5111822917
宜蘭縣,宜蘭市,沿線清運(不落地),G26020002,路線2,5098822929
宜蘭縣,宜蘭市,沿線清運(不落地),G26020003,路線4,5975822931
宜蘭縣,宜蘭市,沿線清運(不落地),G26020004,路線5,5852822943
宜蘭縣,宜蘭市,沿線清運(不落地),G26020005,路線6,5739822955
宜蘭縣,宜蘭市,沿線清運(不落地),G26020006,路線7,5616822967
宜蘭縣,宜蘭市,沿線清運(不落地),G26020007,路線8,5593822979
宜蘭縣,宜蘭市,沿線清運(不落地),G26020008,路線9,5470822981
宜蘭縣,宜蘭市,沿線清運(不落地),G26020009,路線10,5357822993
宜蘭縣,宜蘭市,沿線清運(不落地),G26020010,路線11,5234823000
宜蘭縣,宜蘭市,沿線清運(不落地),G26020011,路線3,5111823012
宜蘭縣,羅東鎮,沿線清運(不落地),G26520001,第一區(賢文里),5852823248
宜蘭縣,羅東鎮,沿線清運(不落地),G26520002,第二區(國華.北成里),5593823274
宜蘭縣,羅東鎮,沿線清運(不落地),G26520003,第三區(維揚.西安.開明里),5098823329
宜蘭縣,羅東鎮,沿線清運(不落地),G26520004,第四區(成功.南豪.集祥.中山里),5975823236
宜蘭縣,羅東鎮,沿線清運(不落地),G26520005,第五區(羅莊.中山.仁德里),5357823298
宜蘭縣,羅東鎮,沿線清運(不落地),G26520006,第六區(新群.漢民里),5111823317
宜蘭縣,羅東鎮,沿線清運(不落地),G26520007,第七區(竹林.仁和.仁德里),5739823250
宜蘭縣,羅東鎮,沿線清運(不落地),G26520008,第八區(信義.大新里),5470823286
宜蘭縣,羅東鎮,沿線清運(不落地),G26520009,第九區(仁愛.南昌里),5098823224
宜蘭縣,羅東鎮,沿線清運(不落地),G26520010,第十區(東安.樹林里),5616823262
宜蘭縣,羅東鎮,沿線清運(不落地),G26520011,第十一區(公正.集祥.開明里),5234823305
宜蘭縣,蘇澳鎮,沿線清運(不落地),G27020001,路線一,5111823717
宜蘭縣,蘇澳鎮,沿線清運(不落地),G27020002,路線二,5098823729
宜蘭縣,蘇澳鎮,沿線清運(不落地),G27020003,路線三,5975823731
宜蘭縣,蘇澳鎮,沿線清運(不落地),G27020004,路線四,5852823743
宜蘭縣,蘇澳鎮,沿線清運(不落地),G27020005,路線五,5739823755
宜蘭縣,蘇澳鎮,沿線清運(不落地),G27020006,路線六,5616823767
宜蘭縣,蘇澳鎮,定點清運,G27010007,路線七,5593823779
宜蘭縣,頭城鎮,沿線清運(不落地),G26120001,路線一,5098823024
宜蘭縣,頭城鎮,沿線清運(不落地),G26120002,路線二,5616823062
宜蘭縣,頭城鎮,沿線清運(不落地),G26120003,路線三,5739823050
宜蘭縣,頭城鎮,沿線清運(不落地),G26120004,路線四,5852823048
宜蘭縣,頭城鎮,沿線清運(不落地),G26120005,路線五,5975823036
宜蘭縣,礁溪鄉,沿線清運(不落地),G26210001,路線一,5593823074
宜蘭縣,礁溪鄉,沿線清運(不落地),G26220002,路線二,5470823086
宜蘭縣,礁溪鄉,沿線清運(不落地),G26220003,路線三,5357823098
宜蘭縣,礁溪鄉,沿線清運(不落地),G26220004,路線四,5234823105
宜蘭縣,礁溪鄉,沿線清運(不落地),G26220005,路線五,5111823117
宜蘭縣,壯圍鄉,沿線清運(不落地),G26320001,路線一,5616823167
宜蘭縣,壯圍鄉,沿線清運(不落地),G26320002,路線二,5098823129
宜蘭縣,壯圍鄉,沿線清運(不落地),G26320003,路線三,5739823155
宜蘭縣,壯圍鄉,沿線清運(不落地),G26320004,路線四,5975823131
宜蘭縣,壯圍鄉,沿線清運(不落地),G26320005,路線五,5852823143
宜蘭縣,員山鄉,沿線清運(不落地),G26410001,路線一員山惠好尚德,5593823179
宜蘭縣,員山鄉,沿線清運(不落地),G26420002,路線二深溝七賢蓁巷,5470823181
宜蘭縣,員山鄉,沿線清運(不落地),G26420003,路線三枕山永和同樂,5357823193
宜蘭縣,員山鄉,沿線清運(不落地),G26420004,路線四頭分大礁溪,5234823200
宜蘭縣,員山鄉,沿線清運(不落地),G26420005,清運路線五內城中華,5111823212
宜蘭縣,冬山鄉,沿線清運(不落地),G26920001,柯林線,5111823612
宜蘭縣,冬山鄉,沿線清運(不落地),G26920002,武淵線,5098823624
宜蘭縣,冬山鄉,沿線清運(不落地),G26920003,丸山線,5975823636
宜蘭縣,冬山鄉,沿線清運(不落地),G26920004,大進線,5852823648
宜蘭縣,冬山鄉,沿線清運(不落地),G26920005,省道線,5739823650
宜蘭縣,冬山鄉,沿線清運(不落地),G26920006,東興線,5616823662
宜蘭縣,冬山鄉,沿線清運(不落地),G26920007,群英線,5593823674
宜蘭縣,冬山鄉,沿線清運(不落地),G26920008,清溝線,5470823686
宜蘭縣,冬山鄉,定點清運,G26910009,日間定點收運,5357823698
宜蘭縣,冬山鄉,沿線清運(不落地),G26920010,9號線,5234823705
宜蘭縣,五結鄉,沿線清運(不落地),G26820001,五結鄉路線一,5975823531
宜蘭縣,五結鄉,沿線清運(不落地),G26820002,五結鄉路線二,5852823543
宜蘭縣,五結鄉,沿線清運(不落地),G26820003,五結鄉路線三,5739823555
宜蘭縣,五結鄉,沿線清運(不落地),G26820004,五結鄉路線四,5616823567
宜蘭縣,五結鄉,沿線清運(不落地),G26820005,五結鄉路線五,5593823579
宜蘭縣,五結鄉,沿線清運(不落地),G26820006,五結鄉路線六,5470823581
宜蘭縣,五結鄉,沿線清運(不落地),G26820007,五結鄉路線七,5357823593
宜蘭縣,五結鄉,沿線清運(不落地),G26820008,五結鄉路線八,5234823600
宜蘭縣,三星鄉,沿線清運(不落地),G26620001,三星區1，4,5975823331
宜蘭縣,三星鄉,沿線清運(不落地),G26620002,三星區2，5,5852823343
宜蘭縣,三星鄉,沿線清運(不落地),G26620003,三星區週日,5739823355
宜蘭縣,三星鄉,沿線清運(不落地),G26620004,大洲區1,5616823367
宜蘭縣,三星鄉,沿線清運(不落地),G26620005,大洲區2，週日,5593823379
宜蘭縣,三星鄉,沿線清運(不落地),G26620006,大洲區4,5470823381
宜蘭縣,三星鄉,沿線清運(不落地),G26620007,大洲區5,5357823393
宜蘭縣,三星鄉,沿線清運(不落地),G26620008,大隱區1，4,5234823400
宜蘭縣,三星鄉,沿線清運(不落地),G26620009,大隱區2,5111823412
宜蘭縣,三星鄉,沿線清運(不落地),G26620010,大隱區5,5098823424
